id_client,sex,marital_status,age,flag_res_phone,area_code_res_phone,payment_day,residence_type,months_in_residence,months_in_the_job,profession_code,flag_other_card,flag_mobile_phone,flag_contact_phone,personal_net_income,quant_add_cards,bad
29022,F,S,24,Y,31,12,P,12,12,26,N,N,N,207,0,1
29025,F,S,19,Y,31,12,P,144,12,950,N,N,N,320,0,1
29030,F,S,28,Y,50,12,P,24,0,40,N,N,N,360,0,0
29032,M,V,65,Y,31,8,A,12,0,13,N,N,N,814,1,0
29033,F,C,47,Y,31,12,P,228,0,999,N,N,N,2223,1,0
29052,M,O,61,Y,31,20,P,36,12,13,N,N,N,1354,0,1
29057,F,S,36,Y,31,18,O,36,12,305,N,N,N,1000,0,0
29061,M,C,37,N,50,8,P,132,168,999,N,N,N,272,0,0
29062,F,C,37,Y,31,25,P,72,108,950,N,N,N,2000,0,0
29065,F,C,25,N,50,20,P,264,36,205,N,N,N,200,0,0
29068,M,C,40,Y,31,12,P,48,240,1,N,N,N,3000,0,0
29073,F,S,24,N,50,20,P,12,12,12,N,N,N,250,0,0
29075,F,C,49,Y,31,20,P,264,48,950,N,N,N,600,0,0
29076,F,S,28,Y,31,20,P,72,0,26,N,N,N,240,0,0
29077,F,C,61,Y,31,18,P,324,252,131,N,N,N,500,0,0
29080,F,C,31,Y,31,8,P,84,0,26,N,N,N,205,0,0
29083,F,C,44,Y,31,20,P,132,156,911,N,N,N,1367,0,1
29087,F,D,27,Y,31,1,P,324,12,999,N,N,N,600,0,0
29108,F,S,61,Y,31,8,P,180,84,999,N,N,N,800,0,0
29111,F,V,54,Y,31,18,A,12,48,60,N,N,N,450,0,1
29121,M,S,20,N,50,12,P,60,12,950,N,N,N,648,0,1
29123,F,C,44,Y,50,12,P,48,48,950,N,N,N,320,0,0
29128,M,C,68,Y,50,12,P,300,12,13,N,N,N,1200,2,0
29129,M,S,49,Y,31,12,P,144,24,68,N,N,N,294,0,0
29130,F,V,61,Y,31,28,P,12,0,725,N,N,N,3598,0,0
29133,F,C,33,Y,31,3,P,204,12,40,N,N,N,480,0,0
29141,F,V,71,Y,50,8,P,600,120,704,N,N,N,770,0,0
29142,F,S,51,Y,50,12,P,240,12,999,N,N,N,843,0,1
29146,F,S,21,Y,31,25,O,0,12,24,N,N,N,288,0,1
29148,M,C,37,Y,31,25,A,24,48,999,N,N,N,400,0,0
29161,F,S,24,Y,31,12,C,36,0,999,N,N,N,0,1,0
29163,F,C,35,Y,23,12,P,96,36,131,N,N,N,400,0,0
29164,F,S,43,Y,31,8,P,432,120,159,N,N,N,752,0,0
29169,F,S,22,Y,31,8,P,12,12,950,N,N,N,263,0,0
29171,F,S,31,Y,31,18,P,36,0,205,N,N,N,350,0,1
29177,F,C,42,Y,31,18,O,12,12,914,N,N,N,450,0,0
29182,F,C,35,N,50,12,A,12,120,131,N,N,N,900,0,1
29186,F,O,21,N,50,18,P,12,12,130,N,N,N,200,0,0
29189,M,C,52,Y,50,8,P,72,0,305,N,N,N,950,0,0
29195,F,S,18,Y,31,25,C,60,48,40,N,N,N,240,0,1
29196,F,S,18,Y,31,18,A,12,12,950,N,N,N,221,0,1
29198,M,C,61,Y,31,23,P,540,480,515,N,N,N,1200,1,0
29202,F,S,26,Y,31,12,O,36,12,707,N,N,N,454,0,0
29205,M,S,25,Y,31,3,O,72,72,707,N,N,N,600,0,0
29207,F,S,45,Y,31,18,P,84,276,654,N,N,N,608,0,0
29208,M,C,42,N,50,12,P,504,36,707,N,N,N,250,0,0
29217,F,D,62,N,31,12,P,312,180,13,N,N,N,312,0,0
29230,M,C,32,N,50,18,P,360,12,706,N,N,N,444,0,0
29233,F,S,32,Y,31,25,P,108,36,950,N,N,N,600,0,0
29236,M,S,19,N,31,18,C,228,0,60,N,N,N,288,0,0
29239,M,C,26,Y,5,12,P,36,36,950,N,N,N,280,0,0
29241,F,S,27,N,31,8,P,12,60,205,N,N,N,220,0,0
29243,M,D,41,N,50,20,P,468,144,13,N,N,N,360,0,0
29247,M,S,28,Y,31,8,P,24,36,999,N,N,N,1000,1,0
29249,M,S,21,Y,31,8,C,12,12,999,N,N,N,377,0,0
29251,M,S,26,Y,5,8,P,312,12,717,N,N,N,1000,0,0
29273,F,S,32,Y,50,12,P,240,0,305,N,N,N,1000,0,0
29282,F,S,23,Y,50,25,A,36,12,305,N,N,N,1290,0,0
29285,F,D,36,Y,31,3,A,48,120,999,N,N,N,1000,0,0
29287,F,S,19,Y,31,20,P,228,24,205,N,N,N,360,0,0
29289,M,S,48,N,50,28,A,168,180,521,N,N,N,377,0,0
29293,F,C,43,Y,31,12,P,216,96,163,N,N,N,2000,2,0
29301,F,S,24,Y,50,20,P,288,0,24,N,N,N,306,0,0
29303,M,S,18,N,50,28,P,120,60,60,N,N,N,360,0,0
29309,F,S,20,Y,31,18,P,12,12,24,N,N,N,253,0,1
29314,M,S,22,Y,31,18,A,0,0,26,N,N,N,220,0,1
29321,F,S,24,Y,50,20,A,0,0,40,N,N,N,230,0,0
29323,M,S,21,Y,31,20,P,12,12,26,N,N,N,173,0,1
29330,F,S,30,Y,31,8,P,12,12,26,N,N,N,201,0,1
29334,M,C,25,Y,31,28,P,264,36,654,N,N,N,1000,0,0
29339,F,S,19,Y,5,12,C,228,0,853,N,N,N,350,0,0
29344,F,C,33,Y,31,3,P,132,60,950,N,N,N,600,0,0
29346,F,S,22,Y,31,12,C,240,12,918,N,N,N,500,1,0
29367,F,S,29,Y,31,25,A,36,24,60,N,N,N,300,0,0
29368,M,C,46,Y,50,28,P,480,72,130,N,N,N,229,0,0
29379,F,C,48,Y,31,12,P,120,0,703,N,N,N,450,0,0
29382,M,S,32,Y,50,28,P,384,12,522,N,N,N,690,0,1
29384,F,S,19,Y,50,28,C,228,12,999,N,N,N,240,0,1
29388,M,S,26,Y,50,8,P,12,12,732,N,N,N,385,0,1
29389,M,C,36,Y,31,11,P,48,12,953,N,N,N,377,0,0
29391,F,C,49,Y,31,25,P,420,72,165,N,N,N,500,0,0
29396,F,S,29,N,50,20,P,72,132,205,N,N,N,180,0,1
29399,F,S,32,N,31,20,P,96,0,950,N,N,N,300,0,0
29401,M,O,41,Y,31,25,P,36,60,13,N,N,N,600,0,0
29403,F,C,30,Y,31,25,P,84,0,950,N,N,N,300,0,0
29406,M,V,52,N,31,28,P,84,24,26,N,N,N,186,0,0
29407,F,C,50,Y,5,18,P,300,12,13,N,N,N,745,0,0
29408,F,C,36,N,50,12,P,120,132,950,N,N,N,780,0,0
29410,M,C,67,Y,31,12,P,240,216,13,N,N,N,588,0,0
29415,F,S,20,Y,50,20,P,300,0,950,N,N,N,200,0,1
29421,M,S,50,Y,31,8,P,60,0,117,N,N,N,5000,0,0
29424,M,S,17,Y,38,8,C,48,12,514,N,N,N,370,0,0
29427,F,C,72,Y,31,18,P,468,0,720,N,N,N,0,0,0
29431,F,S,33,N,50,8,A,60,60,79,N,N,N,325,0,1
29435,F,D,58,Y,31,25,P,12,12,728,N,N,N,550,0,0
29440,F,C,28,Y,31,23,P,240,12,950,N,N,N,1500,0,0
29449,F,D,49,Y,31,25,P,60,60,100,N,N,N,4000,0,0
29456,F,O,42,N,50,18,P,12,12,704,N,N,N,400,0,0
29465,M,S,52,Y,31,12,P,120,108,40,N,N,N,300,0,0
29466,F,O,20,Y,31,25,A,12,12,806,N,N,N,240,0,1
29469,F,V,44,Y,50,28,P,120,48,131,N,N,N,400,0,0
29479,F,C,48,Y,31,25,P,60,240,131,N,N,N,800,0,0
29485,M,S,38,N,50,12,P,24,24,311,N,N,N,1200,0,0
29488,F,S,28,Y,31,23,P,24,12,131,N,N,N,209,0,0
29492,F,C,45,Y,31,18,P,72,0,131,N,N,N,320,0,1
29494,M,C,43,N,31,12,P,300,12,999,N,N,N,395,0,0
29499,F,C,20,Y,50,12,P,252,36,205,N,N,N,300,0,0
29501,F,S,37,Y,31,3,P,108,216,4,N,N,N,1049,0,0
29515,F,S,18,Y,31,8,P,144,12,999,N,N,N,226,0,0
29516,F,C,26,Y,31,28,A,60,36,38,N,N,N,1500,0,0
29526,F,S,24,Y,31,25,P,144,12,653,N,N,N,308,0,0
29527,F,C,38,Y,31,12,P,180,12,2,N,N,N,1331,1,0
29532,M,O,19,Y,31,20,P,240,12,26,N,N,N,226,0,1
29535,M,S,38,Y,31,25,C,360,0,863,N,N,N,661,0,1
29536,F,S,20,Y,31,18,P,240,12,713,N,N,N,314,0,0
29538,M,C,42,N,31,18,P,12,24,707,N,N,N,342,0,0
29539,F,S,44,Y,31,8,P,528,0,72,N,N,N,664,2,0
29542,F,S,46,Y,31,8,P,24,60,999,N,N,N,459,0,0
29543,F,V,64,Y,31,18,P,420,0,13,N,N,N,915,0,0
29554,M,C,41,Y,5,12,P,36,12,13,N,N,N,592,1,0
29556,F,C,27,Y,50,8,P,12,12,999,N,N,N,294,0,0
29557,F,C,66,N,50,18,P,324,0,13,N,N,N,972,0,0
29560,F,O,39,Y,31,12,P,240,144,205,N,N,N,450,0,0
29561,F,S,46,Y,31,12,P,240,168,35,N,N,N,400,0,0
29562,F,S,27,Y,31,12,P,120,24,853,N,N,N,505,0,0
29565,F,S,25,N,50,25,A,60,12,950,N,N,N,623,0,0
29569,M,C,39,Y,50,20,P,156,72,68,N,N,N,247,0,0
29572,F,V,52,Y,31,8,P,336,0,999,N,N,N,0,0,0
29573,M,S,27,Y,31,8,P,12,12,312,N,N,N,856,0,0
29577,F,D,36,Y,5,20,P,240,0,703,N,N,N,347,0,0
29584,M,S,26,N,31,8,P,324,0,999,N,N,N,455,0,0
29585,F,C,22,Y,23,18,P,12,12,60,N,N,N,243,0,0
29587,F,S,38,Y,5,8,P,120,72,855,N,N,N,304,0,0
29589,F,C,26,Y,31,20,A,12,12,950,N,N,N,800,0,1
29590,F,S,48,Y,31,12,P,240,24,133,N,N,N,1027,1,0
29593,M,S,23,Y,5,3,C,120,0,999,N,N,N,200,0,0
29597,M,C,44,Y,31,12,P,204,288,211,N,N,N,3230,1,0
29603,F,O,24,Y,31,8,O,84,84,40,N,N,N,300,0,1
29608,M,S,30,Y,31,12,P,360,12,953,N,N,N,543,0,0
29611,F,C,54,Y,50,8,P,240,360,712,N,N,N,810,0,0
29614,F,V,48,Y,50,8,P,480,48,703,N,N,N,180,0,1
29618,M,S,25,N,50,18,P,228,0,999,N,N,N,2443,0,0
29620,F,S,37,Y,50,20,P,24,24,205,N,N,N,500,0,0
29624,F,C,67,Y,31,23,P,288,12,13,N,N,N,180,0,0
29639,M,S,20,Y,31,8,C,120,12,40,N,N,N,200,0,0
29640,F,C,39,Y,31,20,P,456,0,501,N,N,N,500,0,0
29642,F,C,42,Y,31,25,P,96,0,999,N,N,N,800,0,1
29644,F,C,42,N,50,12,P,120,48,24,N,N,N,330,0,0
29647,F,C,45,Y,31,8,P,456,24,950,N,N,N,270,0,0
29659,F,S,31,Y,31,12,A,132,72,205,N,N,N,200,0,1
29661,F,C,47,Y,50,12,P,240,24,725,N,N,N,1303,0,0
29666,F,S,28,Y,50,12,P,72,12,205,N,N,N,250,0,0
29670,F,S,35,N,31,18,A,36,0,950,N,N,N,350,0,1
29673,F,S,38,Y,31,18,P,36,60,205,N,N,N,500,0,0
29674,M,S,27,N,31,25,A,0,24,921,N,N,N,2000,0,0
29683,F,S,25,Y,23,28,P,240,0,35,N,N,N,439,0,0
29685,M,S,22,Y,23,8,O,24,24,999,N,N,N,460,0,0
29695,M,O,34,Y,31,12,P,144,108,312,N,N,N,980,0,1
29696,M,C,60,Y,50,28,P,180,240,150,N,N,N,816,0,0
29698,M,S,25,Y,31,8,P,240,84,514,N,N,N,652,0,0
29706,F,C,44,Y,31,12,P,120,276,263,N,N,N,1392,2,0
29712,F,C,21,Y,31,18,P,36,24,999,N,N,N,570,0,0
29718,F,S,24,N,50,20,P,288,24,60,N,N,N,220,0,0
29728,F,S,22,Y,50,8,P,12,0,65,N,N,N,300,0,1
29730,F,C,39,Y,5,20,P,240,360,113,N,N,N,300,0,0
29736,F,V,45,Y,31,20,P,360,0,131,N,N,N,800,0,0
29743,M,S,34,Y,31,18,P,0,24,999,N,N,N,400,0,0
29752,F,V,61,Y,50,3,P,60,24,999,N,N,N,180,0,1
29756,F,C,40,Y,31,12,P,48,96,864,N,N,N,800,0,0
29758,M,S,24,N,31,12,P,180,12,26,N,N,N,190,0,1
29763,F,V,56,N,31,12,P,672,228,703,N,N,N,540,1,0
29769,M,C,75,Y,31,8,P,24,360,13,N,N,N,2000,0,0
29770,M,C,62,Y,50,8,A,0,120,515,N,N,N,3122,1,0
29778,F,S,24,Y,24,18,C,120,12,853,N,N,N,180,0,1
29787,F,S,23,Y,31,18,O,12,0,999,N,N,N,0,0,0
29788,F,S,38,Y,31,12,P,456,120,999,N,N,N,384,0,0
29790,F,C,38,Y,31,20,P,360,0,950,N,N,N,400,0,0
29792,F,C,34,Y,31,18,P,192,12,26,N,N,N,230,0,1
29793,F,C,40,Y,31,8,P,480,24,999,N,N,N,408,0,0
29796,F,C,29,Y,5,12,P,120,24,24,N,N,N,450,0,0
29798,F,S,36,Y,31,18,A,12,48,205,N,N,N,750,0,0
29802,M,S,20,N,50,8,A,72,12,30,N,N,N,252,0,1
29803,F,C,43,Y,50,12,P,60,48,999,N,N,N,1200,0,0
29807,F,O,27,N,31,18,P,12,36,131,N,N,N,700,0,0
29810,F,C,33,Y,31,23,P,240,24,250,N,N,N,1500,0,0
29825,F,S,24,Y,50,12,C,264,24,999,N,N,N,308,0,0
29838,M,S,21,Y,31,1,P,252,0,63,N,N,N,200,0,0
29851,F,S,24,N,50,8,A,120,24,205,N,N,N,180,0,0
29852,F,S,24,Y,31,25,A,36,0,950,N,N,N,225,0,0
29854,F,C,29,N,31,28,P,60,48,165,N,N,N,360,0,0
29861,M,S,20,N,50,20,P,240,0,39,N,N,N,241,0,0
29868,F,V,35,Y,31,12,P,144,72,704,N,N,N,1300,0,0
29871,F,S,23,Y,31,20,P,12,12,864,N,N,N,200,0,0
29877,F,V,60,Y,31,12,P,360,360,525,N,N,N,830,0,0
29892,M,C,55,Y,31,12,P,204,0,13,N,N,N,1300,2,0
29894,F,S,19,Y,31,12,P,228,60,992,N,N,N,325,0,0
29913,F,S,20,Y,31,18,P,240,12,853,N,N,N,300,0,0
29918,F,V,32,N,31,18,P,384,48,254,N,N,N,485,0,0
29932,F,C,37,Y,31,18,P,0,36,950,N,N,N,400,0,0
29933,F,D,57,Y,50,8,A,216,132,13,N,N,N,1267,1,0
29934,F,S,27,Y,31,1,P,324,12,654,N,N,N,910,1,0
29937,F,V,40,Y,31,12,P,480,0,704,N,N,N,930,0,0
29938,F,S,21,Y,31,12,P,252,12,30,N,N,N,180,0,0
29941,F,S,22,Y,31,18,P,12,12,999,N,N,N,235,0,0
29943,M,S,21,Y,50,8,C,108,24,514,N,N,N,817,0,0
29945,F,C,39,Y,31,18,P,120,228,720,N,N,N,1660,1,0
29947,F,C,40,Y,31,18,P,72,0,999,N,N,N,0,0,0
29953,M,S,20,Y,31,18,C,12,12,950,N,N,N,260,0,1
29954,F,S,20,Y,31,8,P,204,12,999,N,N,N,700,0,0
29956,F,S,19,Y,31,18,P,132,0,654,N,N,N,360,0,0
29958,M,S,27,N,50,12,P,180,12,312,N,N,N,436,0,0
29972,M,S,23,N,31,25,P,36,0,950,N,N,N,400,0,1
29974,F,S,21,Y,23,12,P,240,0,30,N,N,N,220,0,1
29976,F,C,21,N,5,18,A,0,0,40,N,N,N,240,0,1
29987,F,C,42,Y,31,8,P,12,0,720,N,N,N,0,0,1
29993,F,S,42,Y,31,12,P,72,12,26,N,N,N,367,0,1
29996,F,S,38,Y,31,8,P,60,168,38,N,N,N,573,0,0
29997,F,S,28,Y,31,18,P,216,12,130,N,N,N,380,0,1
29998,M,C,19,N,50,12,A,12,12,301,N,N,N,224,0,1
30013,M,C,40,Y,31,20,P,168,12,950,N,N,N,287,0,0
30020,F,S,60,Y,23,18,P,24,0,13,N,N,N,420,0,0
30025,F,C,45,Y,31,8,P,360,60,305,N,N,N,3325,0,0
30032,F,C,36,N,50,25,P,132,96,801,N,N,N,400,0,1
30034,F,C,45,Y,31,8,O,192,24,950,N,N,N,500,0,0
30041,F,S,48,Y,31,18,P,180,24,205,N,N,N,180,0,0
30048,M,S,27,N,50,8,P,252,60,38,N,N,N,687,0,0
30053,M,S,20,Y,31,20,A,24,12,654,N,N,N,300,0,0
30056,F,C,50,Y,5,28,P,600,444,999,N,N,N,1300,0,0
30058,F,C,34,Y,31,8,P,72,0,999,N,N,N,1403,0,0
30064,F,C,24,Y,31,12,A,12,0,653,N,N,N,423,0,0
30067,M,S,17,Y,31,23,P,120,0,806,N,N,N,300,0,1
30070,F,S,22,N,50,20,P,96,24,806,N,N,N,240,0,0
30074,F,S,38,Y,31,25,P,180,36,100,N,N,N,500,0,0
30078,F,C,29,Y,31,28,P,60,0,720,N,N,N,2529,0,0
30080,F,O,48,Y,50,12,A,36,60,13,N,N,N,731,0,0
30085,F,S,38,Y,31,12,A,12,204,38,N,N,N,2043,2,0
30091,M,S,40,Y,50,18,P,60,60,923,N,N,N,200,0,0
30093,F,S,28,Y,31,20,A,24,72,40,N,N,N,496,0,0
30095,F,S,20,N,50,8,P,60,12,712,N,N,N,349,0,0
30096,F,C,20,N,50,28,P,12,12,77,N,N,N,951,0,0
30101,M,C,37,Y,23,8,P,24,36,205,N,N,N,259,0,0
30102,F,S,38,Y,31,28,P,156,108,801,N,N,N,650,0,0
30103,F,V,38,Y,31,12,P,456,48,210,N,N,N,595,1,0
30104,F,V,45,Y,5,12,P,0,24,35,N,N,N,465,0,0
30119,F,S,37,Y,31,3,P,420,12,250,N,N,N,634,1,0
30123,F,D,41,Y,50,28,C,360,120,999,N,N,N,500,0,0
30130,F,V,44,Y,5,12,O,36,0,168,N,N,N,978,0,0
30132,F,C,39,Y,31,8,P,156,120,40,N,N,N,708,1,0
30134,F,C,24,N,31,18,P,24,24,35,N,N,N,236,0,1
30138,M,C,66,Y,23,12,P,144,0,13,N,N,N,180,0,0
30147,F,C,33,Y,31,12,P,180,48,205,N,N,N,270,0,0
30148,F,S,19,N,31,8,C,144,0,950,N,N,N,350,0,1
30152,M,S,19,N,31,28,P,120,36,702,N,N,N,450,0,1
30153,F,O,36,Y,31,25,P,108,84,131,N,N,N,305,0,0
30156,M,C,49,Y,5,25,P,240,0,13,N,N,N,1768,0,0
30158,F,S,41,Y,31,12,P,24,36,992,N,N,N,477,0,0
30167,F,S,28,N,50,12,P,12,0,26,N,N,N,330,0,1
30169,F,C,26,Y,50,1,A,72,60,720,N,N,N,1400,0,1
30171,M,S,21,Y,31,25,O,48,36,251,N,N,N,340,0,0
30173,F,S,66,N,5,12,P,120,12,13,N,N,N,256,0,0
30179,F,S,21,Y,50,18,C,252,12,950,N,N,N,300,0,0
30180,F,S,26,Y,31,20,P,36,36,136,N,N,N,600,0,1
30183,F,S,22,N,31,20,C,12,36,654,N,N,N,450,0,0
30188,F,S,21,Y,31,25,P,132,12,514,N,N,N,662,1,0
30189,F,C,26,Y,31,28,P,48,24,999,N,N,N,566,1,0
30197,M,O,36,Y,31,25,P,384,48,223,N,N,N,517,0,0
30202,F,S,27,Y,31,28,P,324,12,999,N,N,N,722,0,1
30207,M,S,19,Y,31,23,A,12,0,110,N,N,N,500,0,0
30208,F,C,25,Y,31,18,A,24,60,950,N,N,N,400,0,0
30210,F,C,33,Y,5,1,C,216,120,305,N,N,N,1500,0,0
30217,F,V,52,Y,31,12,P,624,24,72,N,N,N,220,0,0
30230,F,C,44,Y,31,20,P,360,120,65,N,N,N,1000,0,0
30232,M,C,41,Y,31,28,C,120,156,167,N,N,N,1198,0,0
30248,M,S,21,Y,5,23,C,180,12,305,N,N,N,400,0,0
30252,F,D,39,Y,50,20,P,12,60,999,N,N,N,1500,0,0
30257,F,C,38,Y,31,3,P,24,24,205,N,N,N,300,0,0
30259,F,C,35,Y,50,8,A,24,48,110,N,N,N,411,0,1
30265,F,O,33,N,50,28,A,180,0,205,N,N,N,200,0,1
30269,F,S,54,Y,31,20,P,480,0,725,N,N,N,837,1,0
30270,F,S,42,Y,50,18,A,120,120,210,N,N,N,1600,0,0
30271,M,D,40,Y,31,25,A,36,168,117,N,N,N,1023,1,0
30272,M,S,21,Y,50,8,P,252,0,999,N,N,N,800,0,0
30274,F,S,44,Y,31,18,C,336,72,732,N,N,N,340,0,0
30282,F,C,44,Y,31,12,P,144,144,305,N,N,N,600,0,0
30284,F,O,49,Y,31,12,A,36,12,804,N,N,N,660,0,0
30285,F,C,37,N,50,20,O,12,0,853,N,N,N,200,0,0
30289,M,S,30,Y,24,12,A,48,12,38,N,N,N,350,0,1
30294,F,C,62,Y,31,12,P,84,120,13,N,N,N,1968,0,0
30301,F,C,24,Y,31,12,P,72,12,999,N,N,N,420,0,0
30304,F,S,22,Y,31,1,P,276,12,265,N,N,N,381,0,0
30305,F,S,56,Y,31,12,P,24,444,514,N,N,N,3000,2,0
30306,F,S,25,N,50,23,P,300,0,39,N,N,N,201,0,0
30307,M,C,48,N,50,20,P,144,312,514,N,N,N,1500,0,0
30308,F,D,41,Y,31,12,P,156,60,205,N,N,N,610,0,1
30311,M,S,41,Y,31,18,C,60,60,999,N,N,N,1100,1,0
30312,F,O,27,Y,50,20,A,12,12,732,N,N,N,282,0,1
30315,F,O,36,Y,31,8,P,36,240,4,N,N,N,1186,0,0
30316,F,S,20,Y,31,20,P,84,12,38,N,N,N,375,0,0
30317,F,S,35,Y,31,25,A,72,60,654,N,N,N,360,0,0
30321,F,C,35,Y,31,12,P,252,96,950,N,N,N,800,0,0
30323,F,O,29,Y,50,28,P,120,36,950,N,N,N,510,0,0
30324,F,S,18,N,31,12,A,12,12,131,N,N,N,200,0,0
30325,M,C,37,N,31,20,P,444,60,60,N,N,N,220,0,0
30337,F,S,22,Y,31,8,P,12,60,505,N,N,N,463,0,0
30340,F,V,58,Y,5,12,A,12,12,13,N,N,N,180,0,0
30344,F,S,19,N,31,8,P,252,24,999,N,N,N,600,0,1
30346,F,S,23,Y,31,20,C,144,24,654,N,N,N,300,0,0
30352,F,C,31,Y,50,25,P,12,48,305,N,N,N,1200,0,0
30357,F,C,37,Y,31,3,P,264,0,999,N,N,N,0,0,0
30363,M,C,57,N,31,8,P,300,60,222,N,N,N,782,0,0
30365,F,S,24,Y,31,28,P,96,0,39,N,N,N,170,0,1
30372,M,V,69,Y,23,25,P,144,144,13,N,N,N,180,0,0
30373,F,S,20,Y,31,12,P,24,0,950,N,N,N,280,0,0
30374,F,C,24,Y,50,12,O,72,0,950,N,N,N,270,0,0
30378,F,S,33,Y,5,8,P,396,48,205,N,N,N,360,0,0
30379,F,S,28,Y,31,12,C,276,48,801,N,N,N,700,0,0
30381,M,D,33,Y,31,12,P,240,12,999,N,N,N,370,0,0
30386,F,C,36,Y,31,1,P,96,0,999,N,N,N,0,0,0
30387,M,C,45,Y,31,8,P,48,156,707,N,N,N,1155,0,0
30389,M,S,23,Y,31,11,A,36,12,158,N,N,N,300,0,1
30391,F,S,29,Y,31,18,P,36,48,950,N,N,N,600,0,1
30393,F,S,34,Y,31,20,P,144,12,999,N,N,N,260,0,0
30394,M,C,31,Y,31,12,P,300,12,522,N,N,N,713,1,1
30397,M,C,40,Y,31,28,P,24,252,653,N,N,N,1000,1,0
30398,F,C,25,Y,31,12,P,72,12,131,N,N,N,298,0,0
30401,F,V,63,Y,5,28,P,12,0,703,N,N,N,365,0,0
30406,F,S,20,Y,31,20,C,240,12,950,N,N,N,500,0,0
30409,M,S,31,Y,31,12,A,0,0,953,N,N,N,400,0,1
30412,M,C,60,N,50,12,A,36,48,26,N,N,N,300,0,0
30413,F,S,20,Y,31,28,P,252,36,712,N,N,N,300,0,0
30414,F,S,25,Y,31,20,P,48,0,26,N,N,N,400,0,0
30417,M,C,32,Y,31,8,P,480,36,202,N,N,N,584,0,0
30420,F,C,40,Y,23,8,P,480,24,26,N,N,N,220,0,0
30425,F,S,34,Y,31,8,A,48,0,38,N,N,N,830,0,0
30434,F,S,25,N,5,12,P,0,0,305,N,N,N,600,0,1
30436,M,S,18,N,50,18,P,216,12,118,N,N,N,226,0,1
30443,F,C,31,Y,50,8,P,48,72,2,N,N,N,2000,0,0
30445,F,D,32,Y,31,28,P,12,12,950,N,N,N,400,0,0
30448,M,S,19,N,31,12,C,36,0,855,N,N,N,244,0,0
30449,F,S,26,Y,31,8,P,24,24,24,N,N,N,428,0,0
30457,F,S,22,Y,31,12,P,24,24,38,N,N,N,800,0,1
30461,M,S,21,Y,31,8,C,240,12,26,N,N,N,310,0,1
30464,F,S,20,Y,49,3,A,12,24,703,N,N,N,800,0,0
30472,F,S,18,N,50,28,P,216,12,205,N,N,N,280,0,0
30480,F,D,37,N,50,25,A,12,12,66,N,N,N,256,0,0
30481,F,O,43,Y,31,12,P,264,60,950,N,N,N,600,0,0
30482,M,D,46,Y,31,8,P,72,72,13,N,N,N,1093,2,1
30499,F,C,31,Y,31,25,A,36,72,999,N,N,N,1500,1,0
30500,F,C,31,Y,31,18,P,132,0,801,N,N,N,350,0,0
30501,F,C,26,Y,31,12,A,0,12,205,N,N,N,400,0,0
30507,F,S,19,Y,50,20,A,12,0,999,N,N,N,0,0,0
30511,F,S,22,Y,31,12,A,12,24,950,N,N,N,400,0,0
30514,F,S,36,Y,23,23,P,48,0,999,N,N,N,1200,0,0
30517,F,S,36,N,50,12,P,360,228,725,N,N,N,747,1,0
30518,F,S,39,Y,31,8,P,120,48,165,N,N,N,400,0,0
30522,M,S,25,N,50,18,P,300,0,953,N,N,N,430,0,0
30526,F,S,24,Y,31,20,P,156,0,999,N,N,N,180,0,1
30527,F,D,53,Y,31,8,P,36,0,704,N,N,N,2430,1,0
30532,M,C,29,Y,31,18,A,84,96,40,N,N,N,500,0,0
30535,F,S,22,Y,50,20,P,60,0,26,N,N,N,225,0,1
30537,F,C,20,Y,31,18,C,240,24,24,N,N,N,277,0,0
30541,F,C,37,Y,31,18,P,96,0,166,N,N,N,270,0,0
30544,F,C,40,Y,5,8,P,24,60,525,N,N,N,284,0,0
30547,M,C,64,Y,31,20,O,360,0,13,N,N,N,180,0,0
30556,F,C,47,Y,31,18,P,240,108,855,N,N,N,456,0,0
30564,F,S,19,Y,31,25,P,84,12,999,N,N,N,110,0,1
30575,F,S,19,Y,31,20,P,228,0,40,N,N,N,240,0,1
30579,F,S,18,N,50,1,C,156,0,999,N,N,N,500,0,1
30581,F,C,60,Y,31,12,P,360,180,855,N,N,N,400,0,0
30588,F,C,49,Y,31,12,P,204,12,13,N,N,N,803,1,0
30595,F,C,37,N,50,12,P,96,72,26,N,N,N,403,1,1
30596,F,D,48,Y,31,12,P,48,36,26,N,N,N,1000,0,0
30602,F,S,19,Y,31,12,P,60,12,801,N,N,N,289,0,0
30608,F,S,48,Y,31,20,P,204,204,205,N,N,N,360,0,0
30611,F,C,24,Y,31,12,P,12,24,302,N,N,N,200,0,0
30616,F,S,19,Y,31,20,P,120,12,950,N,N,N,200,0,0
30628,F,C,36,Y,50,8,P,156,36,4,N,N,N,250,0,0
30629,F,C,34,Y,31,18,P,168,48,305,N,N,N,1200,0,0
30632,M,S,19,Y,31,28,P,240,0,213,N,N,N,450,0,1
30638,F,S,25,Y,31,3,P,300,12,24,N,N,N,250,0,0
30647,F,S,39,Y,31,12,P,0,0,501,N,N,N,600,0,0
30648,F,C,41,Y,31,20,P,72,24,703,N,N,N,750,0,0
30657,M,C,49,Y,50,18,P,192,36,521,N,N,N,590,1,0
30659,F,C,30,Y,31,25,P,360,84,113,N,N,N,500,0,1
30660,M,S,19,Y,31,8,P,12,12,130,N,N,N,228,0,0
30661,F,S,19,N,50,23,P,180,24,100,N,N,N,300,0,0
